"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"WealthPerception.nlogo"
"econ-dyn-sigma"
"12/13/2025 19:32:11:507 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","mu","sigma","taxrate","efficiency","wealth_change?","network_change?","tax_change?","minimal_degree","rewiring_frequency","efficiency_only_expected?","tax_change_increment","stop_tick","link_creation","wealth_generation","link_removal","layout?","network_generation","quantile_fit","mass_simulation_speedup?","time_lag","wealth_diff_type","N","homophily_strength","all_know_mean_wealth?","friends_of_friends_first?","[step]","gini [wealth] of turtles","wealth_fraction_top [wealth] of turtles 0.1","wealth_fraction_bottom [wealth] of turtles 0.5","wealth_fraction_mid40 [wealth] of turtles","tail_exponent","immobility_top20","long_term_growth_factor"
"165","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3134527980273345","0.2549844379763732","0.28837901651565584","0.4566365455079729","2.88608032556896","0.705","1.009513176345163"
"168","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31115228645066173","0.25356200151469704","0.28891862187521866","0.4575193766100854","3.0518723171084337","0.685","1.0090578934515"
"171","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.30427089296518717","0.24124329068717143","0.2930164477109921","0.46574026160183535","3.2908979336971345","0.695","1.0096064343689384"
"169","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.32891939704832174","0.26834441212627486","0.2813422431074105","0.45031334476631474","2.656864710643233","0.75","1.0090421629511441"
"170","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.311134797176587","0.24647341872079248","0.28932199785076507","0.46420458342844245","3.742286577414377","0.745","1.0090572344012594"
"172","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31742951595411295","0.26111410542624125","0.2887777344161916","0.4501081601575663","2.7285212102685836","0.71","1.0094084495758497"
"173","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31606755258320907","0.24516099154774804","0.28357887908712437","0.4712601293651281","3.3350649822000897","0.685","1.0097550337122168"
"174","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31066617741635794","0.2517210722237191","0.29021680624772883","0.45806212152855125","2.923429452719644","0.725","1.0091915005404875"
"176","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31401325846531125","0.2549052037365163","0.28767958744546923","0.4574152088180148","2.891258197840973","0.695","1.0096545830948456"
"177","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.32553713140450835","0.26894039556157756","0.2836536489335018","0.4474059555049181","2.858460537863297","0.735","1.0092898681080602"
"175","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.32844212853343135","0.2742576455462484","0.2834588884262196","0.44228346602753194","2.539272182168522","0.75","1.0091000516269955"
"178","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31338715401666284","0.25635241479489496","0.2903441486443126","0.45330343656079325","3.104036734666638","0.715","1.0094382267517263"
"179","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.32420572329771535","0.2637122620481146","0.28473021911296575","0.4515575188389194","3.0356971769180765","0.755","1.009571781164786"
"181","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31915523531012413","0.2678231511928524","0.28921446800349115","0.44296238080365546","2.371828633511039","0.685","1.0093511957140668"
"184","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3087619910419077","0.25450057813690846","0.2935590304823916","0.4519403913807016","3.020608063725168","0.695","1.0092556117734568"
"180","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.32965210572053794","0.27154621767904097","0.2819073131928622","0.44654646912809687","2.8782517880201377","0.725","1.0092407062978168"
"182","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3303446904541212","0.2645294378742733","0.27783676246471234","0.45763379966101336","2.8026206927040564","0.73","1.0091146559071806"
"183","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31443991568495955","0.2514969515593321","0.2870259376542218","0.4614771107864458","3.1356899842518353","0.71","1.0094605088824875"
"185","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3169816291093701","0.2594313421849419","0.28808773191873277","0.45248092589632594","2.9298553135069274","0.7","1.0095335656485394"
"186","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.30393394037724786","0.2497788284222735","0.2966072405588797","0.45361393101884406","2.9782409638456286","0.75","1.0093289800263034"
"187","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3153064087477866","0.2523649629944981","0.2871869288101509","0.4604481081953503","3.0648362975093697","0.735","1.0092580512681757"
"190","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3193896437788988","0.2563261625218673","0.2859242109003243","0.45774962657780793","3.3150396688411825","0.705","1.0092784652938287"
"188","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.2981576259850065","0.24489334509250898","0.30013536355146403","0.4549712913560259","3.4712176838510858","0.69","1.0093608565424652"
"191","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.32146956262688064","0.2590366371399369","0.28536421244894117","0.4555991504111218","3.1384068367048625","0.685","1.0093331200539304"
"189","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3172655252602936","0.25132924303128135","0.28460028892196704","0.4640704680467515","3.347538858035164","0.7","1.008930627906007"
"192","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3014631296732406","0.24366955654133893","0.29551621654176924","0.4608142269168916","3.1376813092690274","0.7","1.0090615702474464"
"193","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31829917829527643","0.26118660995384346","0.28713774289814753","0.4516756471480084","2.998857450121365","0.68","1.0094851575343011"
"194","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3091912927536338","0.2502633377114015","0.2924986655382316","0.45723799675036675","3.0908022868714715","0.725","1.0092352396595454"
"195","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3111421142118431","0.24994872080001723","0.2897469318824562","0.4603043473175262","3.021471235290322","0.71","1.0094264564570286"
"196","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.31868643606671965","0.2554886316563647","0.28489861888705464","0.45961274945658065","3.2937117352302523","0.72","1.0093280231568524"
"198","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3118540005727952","0.2529485100244837","0.2899365148140933","0.4571149751614237","2.814808038015598","0.67","1.0096829544317885"
"197","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.32290887783795563","0.26549102685623144","0.28505059221518597","0.44945838092858065","2.9696177135673993","0.73","1.0095694844278422"
"200","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.3133490537093411","0.2570842069112419","0.29124388824277725","0.45167190484598146","3.05222017294619","0.74","1.009242973996099"
"199","0.01","0.1","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.318475686737973","0.25987352985625595","0.2871401670229473","0.4529863031207962","2.8007265726968775","0.715","1.0092856024670547"
"201","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4712993750088976","0.3905905960150975","0.20205392151580923","0.4073554824690922","1.7635774782235478","0.68","1.0104572717484996"
"202","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4439508860280501","0.3608404945082901","0.21541814474806714","0.42374136074364177","2.0788012009819625","0.72","1.0101446080298733"
"203","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.46395059015623286","0.38319585937503753","0.2067822033101324","0.41002193731482905","1.874815370451047","0.72","1.0092698576968728"
"204","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4419202915327751","0.3559314820444379","0.21434341817862587","0.4297250997769365","2.045539665318117","0.7","1.010009841171806"
"206","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.44853782374911866","0.36987225077552566","0.21601316822029715","0.4141145810041773","2.07273904777627","0.715","1.0091811812123666"
"205","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.46900593619618736","0.3896306236664446","0.20541626288909975","0.4049531134444546","1.8368870981891396","0.695","1.0099602706230064"
"207","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45840118719888","0.3731347011482156","0.20777996276036995","0.41908533609141446","2.0819921067169966","0.695","1.0086718872800662"
"208","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4564559214939603","0.37508499640218085","0.21118180888618962","0.41373319471162945","1.8432060330757682","0.685","1.0092427803152049"
"209","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4792582670017598","0.4050048329070774","0.20321203524740272","0.3917831318455208","1.9885833278565361","0.69","1.0096107455163135"
"210","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45947825600456027","0.3816334728292424","0.20925179028117127","0.409114736889586","1.7083489121348332","0.715","1.009245010707571"
"212","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4520496521897357","0.3707299367173243","0.2121467472430251","0.41712331603965064","1.856554592566079","0.75","1.0090973703825221"
"211","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4459788768877124","0.3524471248929498","0.20939612851353584","0.4381567465935153","1.9157750582592645","0.71","1.0087022999939916"
"214","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45810494145672376","0.3815205305593643","0.21165995234704174","0.4068195170935942","1.8783550680608254","0.715","1.0089704353735638"
"213","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.43898838561450026","0.3530419068916249","0.21603025598803444","0.43092783712034033","2.0413924622774537","0.71","1.0095514783838273"
"215","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4227870393867117","0.3360357414300966","0.22353335690463919","0.440430901665265","2.322294025750568","0.68","1.009120018068145"
"216","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4485548774598165","0.36859776454398496","0.21607234227205993","0.4153298931839547","1.9939088554398778","0.7","1.009016332430631"
"217","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4460251492593912","0.356246177977097","0.21183216341930164","0.4319216586035994","2.0204993661057227","0.72","1.0087623035308282"
"219","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.43851491314189106","0.3589141615791968","0.2176066891003776","0.42347914932042674","1.8778435891056988","0.74","1.0094200154837898"
"218","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.43256056057821723","0.34068122458438127","0.21662055554004564","0.4426982198755721","2.241829837403231","0.685","1.009125421470403"
"220","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.41526818947932087","0.32067844008011714","0.22576871888854821","0.45355284103133364","2.4928282166122937","0.685","1.0085375678439557"
"222","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4453797329871978","0.3602526589809549","0.21405664541230468","0.4256906956067422","2.150976396148698","0.705","1.0101146298393449"
"221","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.44179988361495215","0.36340072634900344","0.21863114752444782","0.41796812612654954","1.824666182132812","0.625","1.0091106510052281"
"223","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4589530192194351","0.3772629480990131","0.20876629909927683","0.4139707528017094","1.9517675052892498","0.7","1.00864978554336"
"224","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4635123119445006","0.38333081104591216","0.20629160616082984","0.41037758279325715","1.8265510659420527","0.73","1.0093791932997025"
"227","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.44434700943758587","0.36553160905761384","0.215243486305591","0.41922490463679357","1.7887161738279187","0.675","1.0088757920241345"
"228","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4659433638277217","0.37528519089338314","0.20229539450767148","0.42241941459894555","2.1859795389123207","0.68","1.0094890781975885"
"225","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45050377061818603","0.37105262633972813","0.2136633403087835","0.4152840333514882","1.9134628770646858","0.725","1.009922506844523"
"226","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4232477662395271","0.3269602873363946","0.221758978937293","0.45128073372631095","2.4590123362111433","0.7","1.0088756818227287"
"229","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4358606979596522","0.35022350655400963","0.21588870945610006","0.4338877839898879","2.120120815149796","0.715","1.0090850655857642"
"230","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.48243742316690885","0.40146386933673706","0.19832105627533406","0.40021507438792836","1.8596327403018458","0.735","1.0101042402834983"
"232","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.46591619728988753","0.38428232226991405","0.20575637331794994","0.40996130441213646","1.8308336024844145","0.7","1.0102213842858012"
"231","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4432966276733912","0.3571372123718541","0.2170197949211796","0.4258429927069661","2.256913614343811","0.7","1.009229267937913"
"233","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4410403200710844","0.36146674769789083","0.21909914174173176","0.4194341105603787","1.919751388830841","0.69","1.0097829055083376"
"236","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.42956064939780814","0.34349576409410476","0.21976462559038962","0.43673961031550573","2.1064528342845366","0.735","1.0101895905573424"
"234","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.43690306105465315","0.35476592860768263","0.21868058557415065","0.4265534858181654","1.9200360930342844","0.675","1.0088745528855418"
"235","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45388097748124223","0.36619311871113736","0.20782290464153289","0.42598397664733123","1.8984044692518174","0.71","1.0102780763715735"
"237","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4198636601448069","0.33976978543844877","0.22729602394789103","0.4329341906136594","1.9909714894675021","0.71","1.0087046435514593"
"240","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.47794985129570344","0.405426879703286","0.205535961510709","0.38903715878600487","2.1173991624580686","0.68","1.0100098504832007"
"238","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.44842157143980454","0.3691915073176505","0.21466831075054338","0.4161401819318064","1.7366318922783186","0.675","1.0089852672794797"
"241","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.43813400772724465","0.35438508223120996","0.2182010110072427","0.42741390676154667","2.0733185154689617","0.69","1.0091523163440295"
"239","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4466236667537349","0.3643913639476179","0.2164803636450598","0.4191282724073221","2.130326269649596","0.7","1.0092333236539446"
"244","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4389881585317583","0.3492846373068373","0.21698119563188714","0.43373416706127477","2.305642179839912","0.695","1.0090973161822363"
"242","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4323190863332165","0.3413529232675881","0.21842932664352166","0.44021775008889047","2.062973708630791","0.72","1.009199784270073"
"243","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45338938803370876","0.3696734640010173","0.21080414754654972","0.4195223884524329","1.9068237600478355","0.725","1.0098841262792382"
"248","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.46042723203221847","0.3725980252413415","0.20781952833517092","0.41958244642348763","2.088680204024353","0.735","1.0095029153490696"
"245","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4198733117058784","0.3265944166384377","0.22465004497005317","0.4487555383915099","2.3963646399595935","0.65","1.0086747114289074"
"246","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.5486798485883311","0.4828852728516237","0.1754641909896269","0.34165053615874796","1.980093963409775","0.68","1.0110919791169455"
"247","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4434142066337148","0.35728717289547146","0.21450130925902852","0.42821151784549827","2.380171983692774","0.74","1.0099780564523613"
"250","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4632316558514096","0.3811971525997914","0.20552519957668802","0.4132776478235205","1.8679636472040988","0.695","1.0101437923165049"
"249","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4546397029839009","0.3728657603994949","0.21061843812799325","0.4165158014725117","2.0085025263670895","0.72","1.009271392867456"
"251","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4677054608051847","0.3913323455227243","0.20612450622085","0.40254314825642656","1.6333682732131636","0.685","1.0100191561014527"
"252","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.43442559098515354","0.3520020463536067","0.21973385595307832","0.4282640976933149","1.999528224191895","0.67","1.0089886913147574"
"253","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4326255102067864","0.3456416617345322","0.2187383501437549","0.4356199881217143","1.9665512145110182","0.675","1.008558650484886"
"255","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4328977160084799","0.3369598057738697","0.21534969542267537","0.44769049880345696","2.2085139899456543","0.72","1.0087305100443278"
"254","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.42555579377774877","0.34122524656665165","0.22456925569423428","0.4342054977391155","2.191614028297053","0.65","1.0091436908730764"
"257","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45720022450856823","0.3760178558218554","0.2105489397286847","0.4134332044494593","1.8945443429869597","0.71","1.0105130990687687"
"256","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4334709884373964","0.35411400233120954","0.22323011327521294","0.42265588439357876","1.9821580519257203","0.75","1.0091143232314348"
"258","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4396608814045302","0.3530674738942269","0.21651546775339775","0.43041705835237576","2.3472149718094792","0.7","1.00926813899328"
"260","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4200485570132577","0.3337861368890969","0.22568452891068314","0.4405293342002196","2.0682872113553357","0.7","1.0095646993921965"
"259","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4208312468303417","0.3384873108620727","0.22798905179523682","0.4335236373426902","2.0862100404666086","0.685","1.0091328201084018"
"262","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.44958421777962587","0.37330835413912","0.21467267511982066","0.4120189707410588","1.6788560314443277","0.7","1.010177336219184"
"261","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.45071643463240507","0.36574131503233587","0.21147064439425475","0.42278804057340835","1.9279489765761983","0.69","1.0086096697461568"
"263","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.46868054342273524","0.39712545488624107","0.20741168117878303","0.39546286393497554","1.6176552033499414","0.705","1.0098567287968447"
"264","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4332136712079355","0.34901536424615276","0.21945785773424714","0.4315267780195995","2.2093011202682407","0.69","1.0093088976498807"
"265","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.4379582398169859","0.3476865110703613","0.2162060083217573","0.4361074806078819","2.218061965624049","0.74","1.0088193488431079"
"268","0.01","0.15","0.015","0.95","true","false","false","10","1","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","1000","10","false","false","200","0.43699841284944685","0.34873267812376413","0.21675777352981715","0.434509548346418","2.292139778319935","0.635","1.0091778090835455"
