"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"WealthPerception.nlogo"
"gatsby"
"12/14/2025 14:51:12:458 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","sigma","taxrate","wealth_change?","network_change?","tax_change?","minimal_degree","rewiring_frequency","efficiency","efficiency_only_expected?","tax_change_increment","stop_tick","link_creation","wealth_generation","link_removal","layout?","network_generation","quantile_fit","mass_simulation_speedup?","time_lag","wealth_diff_type","mu","N","homophily_strength","all_know_mean_wealth?","friends_of_friends_first?","[step]","gini [wealth] of turtles","immobility_top20","immobility_bottom20","long_term_growth_factor"
"874","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19919809343913486","0.555","0.525","1.007943444405246"
"873","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.20101720495136055","0.575","0.46","1.0082618787588062"
"876","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19442897145516658","0.525","0.515","1.007887758372378"
"877","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19454743464306778","0.58","0.485","1.0078572527888754"
"878","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19323630605563702","0.515","0.455","1.0079231284091972"
"875","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19733032514321347","0.56","0.49","1.0077035076150838"
"879","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19166938877138273","0.55","0.445","1.0080192816051792"
"883","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19345462094711574","0.575","0.555","1.0079744572761968"
"880","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1932562969255316","0.515","0.475","1.0083026247432167"
"884","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19448978677053197","0.58","0.47","1.0082735949624781"
"881","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18748900219232745","0.555","0.485","1.0080625306116537"
"882","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1853185720601489","0.575","0.475","1.0081201374380235"
"885","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.20413632376738544","0.645","0.44","1.0085238282189335"
"887","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18465385969223425","0.535","0.485","1.0079651615293055"
"886","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1979900181063894","0.585","0.43","1.007858875582313"
"890","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1922536717163026","0.59","0.475","1.0078689494426627"
"888","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19529180631070187","0.525","0.505","1.0077865512607687"
"891","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19195894295287141","0.515","0.46","1.007880495171505"
"889","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19230647737988216","0.54","0.505","1.007846979368136"
"896","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19888764870109155","0.57","0.51","1.0080514291216762"
"892","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.20049280039955786","0.57","0.485","1.0083742508723"
"895","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.2007840540378658","0.515","0.5","1.007891875740492"
"893","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18475885262253966","0.57","0.525","1.00813777428072"
"894","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18887771744244275","0.615","0.505","1.0082054702970211"
"897","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.20092582111265633","0.62","0.525","1.0078834116772897"
"900","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19195410165157312","0.56","0.51","1.0078576108435635"
"898","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18897882453563342","0.6","0.475","1.0085088469988304"
"901","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18587025950346492","0.54","0.505","1.007926873614475"
"902","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19641148400808817","0.6","0.48","1.0081011433359361"
"903","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18582390379981262","0.57","0.48","1.0079419507306948"
"899","0.1","0.04","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19614393428878585","0.54","0.5","1.0082488962420373"
"904","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1837708786045078","0.545","0.48","1.0077566595799634"
"905","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18636692501931074","0.555","0.445","1.007748830668756"
"908","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1799880820305937","0.565","0.49","1.0081630217415412"
"907","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18273277765952933","0.575","0.505","1.0079124831809516"
"906","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18536039260242076","0.54","0.485","1.007778140320778"
"909","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1850332538866848","0.49","0.52","1.0078785933517078"
"913","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18519292814143662","0.485","0.415","1.0077216249412442"
"910","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17824000578771204","0.55","0.475","1.0072326082501444"
"914","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1903475258318741","0.535","0.51","1.0079933843750857"
"911","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17660048671902628","0.505","0.44","1.007282542094493"
"915","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17629068610610332","0.56","0.485","1.0076045411326793"
"916","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19009253791275804","0.585","0.49","1.0081040320661692"
"912","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18874643238345","0.55","0.475","1.00797355438711"
"918","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1855688842275618","0.56","0.445","1.0079755063455174"
"920","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18050357828093855","0.55","0.515","1.0082590544927434"
"917","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1844644069201833","0.56","0.485","1.0079096789601953"
"919","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17775490043654663","0.535","0.475","1.0075825955473496"
"921","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1841551225474658","0.55","0.5","1.0073492121049694"
"922","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18054634259342417","0.53","0.55","1.0079708098565392"
"924","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18509274153443211","0.555","0.5","1.0078324280696902"
"923","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1840354934980024","0.495","0.48","1.0080747601830633"
"925","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18700651302157212","0.515","0.455","1.0077161082587571"
"926","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.179622583150018","0.535","0.45","1.0077062524591243"
"927","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1904328843860974","0.58","0.535","1.0077772044872129"
"928","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1853087216229179","0.535","0.52","1.0076159917782963"
"929","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17617634585576103","0.565","0.435","1.0077908016410808"
"930","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17991190663004186","0.49","0.475","1.0080141591379073"
"932","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1826818768045655","0.515","0.48","1.0074032239183435"
"931","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18686318399726298","0.55","0.485","1.007833543672784"
"933","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18076885677252497","0.545","0.455","1.007877715356647"
"934","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1808888295325488","0.555","0.46","1.0083440184603556"
"935","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18050517146775324","0.535","0.495","1.00806893441095"
"939","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18364743922184923","0.525","0.49","1.0077903219838338"
"937","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17838408795593375","0.525","0.505","1.0080789480955252"
"936","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18193616204461827","0.565","0.48","1.0078947240998555"
"938","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.19083199903246606","0.585","0.5","1.0081899245019865"
"941","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1884547630776312","0.62","0.44","1.0078411851869506"
"940","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17942422288744497","0.56","0.485","1.0080643264456086"
"943","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18040495383801125","0.525","0.505","1.0076453835585486"
"942","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18000506845708886","0.57","0.46","1.007722702636605"
"944","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1840717269192853","0.555","0.51","1.0075026478759899"
"945","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17770351872020163","0.565","0.48","1.0079076134690885"
"946","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17855933780293576","0.495","0.51","1.007973988708526"
"947","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17531860696050705","0.51","0.49","1.007501384819368"
"951","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17661521864733465","0.565","0.47","1.0073968828328899"
"952","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1809374963074497","0.51","0.475","1.007503223279489"
"950","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18345362294901446","0.535","0.52","1.0077422100171982"
"948","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17990070379301515","0.53","0.495","1.007135958194631"
"949","0.1","0.045","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18414832968772954","0.53","0.48","1.0080240851164732"
"953","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1722437804722705","0.535","0.455","1.0073459407877288"
"955","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17720549624999626","0.52","0.47","1.0073846912828084"
"954","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17520010779999096","0.5","0.47","1.0073791440901236"
"956","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1751109657443375","0.535","0.475","1.0080667348463508"
"957","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1680142067186472","0.465","0.445","1.007917676280813"
"963","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17854327769206946","0.485","0.495","1.0076281988717743"
"958","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.16940826399308428","0.475","0.435","1.0074920500124185"
"962","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17667808737585688","0.495","0.47","1.0078001274812662"
"961","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1758449176220196","0.5","0.485","1.0077296116819212"
"964","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17138216235073234","0.505","0.46","1.0075813903370554"
"959","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17310804775518407","0.56","0.435","1.0073223308614618"
"960","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17280620521791734","0.52","0.46","1.0078508237248678"
"965","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17738072261208337","0.525","0.47","1.0071367826801836"
"966","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18017276726358644","0.52","0.445","1.007741829481535"
"968","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17137048439021085","0.49","0.465","1.0072783069501625"
"967","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17068799367768683","0.48","0.43","1.0077940332424065"
"970","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17498635805703144","0.56","0.475","1.0077407082573886"
"971","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17159826084345342","0.5","0.51","1.0078452079963958"
"969","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.16857217451122097","0.575","0.445","1.0075253826954158"
"973","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17065340910074123","0.52","0.445","1.0075920446699114"
"972","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17252829695305105","0.585","0.475","1.0076880215893516"
"974","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17218225319917257","0.55","0.44","1.007631238968637"
"975","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17440535544750047","0.53","0.47","1.0074936965789851"
"976","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.16848953828364155","0.53","0.485","1.0078122775796596"
"978","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.16919529789029708","0.49","0.46","1.007339419669898"
"977","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1705199171028955","0.51","0.41","1.007649016513499"
"980","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1724230585708697","0.565","0.475","1.0076457326511337"
"979","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1779026361292475","0.565","0.47","1.0075214747064603"
"981","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17717555276535513","0.52","0.46","1.0078371607268086"
"983","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.16958417305586315","0.515","0.47","1.007318326522951"
"982","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.16767342298875798","0.55","0.435","1.0075523345535915"
"984","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17392035396387806","0.525","0.475","1.007219346699351"
"985","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17522386688904534","0.585","0.465","1.0079862379926878"
"988","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17804893880311923","0.565","0.44","1.0071707762093758"
"986","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17184944399009372","0.55","0.485","1.007509690687494"
"987","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1748892801588171","0.525","0.485","1.007680155209523"
"990","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17526278936595885","0.51","0.43","1.007340477364917"
"989","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17345047140682346","0.53","0.495","1.0080276027388837"
"991","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17437070728525028","0.565","0.475","1.0078258830214206"
"992","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17279123196328072","0.51","0.51","1.0073430678970239"
"993","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.18022775076270392","0.525","0.485","1.0072117409313612"
"994","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17730984209501321","0.53","0.47","1.0074751777998896"
"996","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17523188637960363","0.485","0.395","1.007515932109511"
"995","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17667373272779185","0.555","0.445","1.0076624919776727"
"997","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1805705345121038","0.515","0.425","1.0076500593288058"
"999","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1657503532399116","0.51","0.455","1.0075875405178814"
"1001","0.15","0.005","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.6338627140519539","0.77","0.705","1.0095342865811083"
"998","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.1787965341388813","0.555","0.435","1.0080146686728162"
"1000","0.1","0.05","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.17576119424093228","0.555","0.47","1.00761201540951"
"1002","0.15","0.005","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.6088516368550165","0.83","0.65","1.009124136588198"
"1005","0.15","0.005","true","false","false","10","1","0.95","false","0.005","200","homophilic","lognormal","homophilic","false","random","0.1","true","10","log","0.01","1000","10","false","false","200","0.6351594421201994","0.83","0.595","1.0098186539169123"
