"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"WealthPerception.nlogo"
"econ growth efficiency tax"
"12/13/2025 20:35:09:361 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","taxrate","efficiency","mu","sigma","wealth_change?","network_change?","tax_change?","mass_simulation_speedup?","rewiring_frequency","efficiency_only_expected?","minimal_degree","tax_change_increment","stop_tick","link_creation","time_lag","quantile_fit","wealth_diff_type","wealth_generation","network_generation","link_removal","layout?","N","homophily_strength","all_know_mean_wealth?","friends_of_friends_first?","[step]","long_term_growth_factor","tail_exponent","total_gini","wealth_share_top10","wealth_share_top1","immobility_top20","immobility_quint2","immobility_quint3","immobility_quint4","immobility_bottom20","fraction_perceived_below_real_mean","for_more_tax","for_less_tax","fraction_below_perceived_mean","fraction_below_mean","abs_wealth_diff","log_wealth_assortativity"
"657","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0068573429610201","1.3517706937305103","0.6891646723228118","0.6133477119660279","0.2741939262446634","0.69","0.335","0.29","0.35","0.53","0.729","0.722","0.278","0.742","0.823","0.50616372225288","0.0024089861390052744"
"652","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0101116608663656","1.0364288258971113","0.7681286739664437","0.7184496174939669","0.46227295259680196","0.685","0.33","0.225","0.3","0.47","0.799","0.714","0.286","0.739","0.88","0.49981734266239186","-0.012288479884503316"
"654","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.00769594054306","1.0639874490734853","0.717239909473008","0.6456686205377642","0.25459893018611846","0.695","0.36","0.295","0.31","0.485","0.673","0.726","0.274","0.755","0.827","0.5411838472178132","0.02346951088143242"
"656","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.008239106790978","1.1375897767672212","0.6709163676367715","0.5893392423981074","0.2282650899767545","0.71","0.36","0.32","0.295","0.55","0.679","0.702","0.298","0.733","0.812","0.5229349188021066","-0.008598556130668922"
"659","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0083308097171901","1.2583935862042193","0.7043659685472237","0.634303124545277","0.3462445636087198","0.64","0.32","0.26","0.27","0.49","0.765","0.701","0.299","0.73","0.833","0.49052124030697264","0.009335860830287965"
"658","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0089851296282148","1.3448220610682422","0.6973064688035804","0.6128709746330029","0.29808061056632995","0.7","0.39","0.28","0.335","0.54","0.736","0.689","0.311","0.718","0.81","0.5235739025800425","-0.005189205314060744"
"660","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0077620495796877","1.1877259018339024","0.7235890448772484","0.6505271270882291","0.33729826057757706","0.7","0.33","0.31","0.3","0.535","0.757","0.716","0.284","0.743","0.836","0.5369745225490733","0.001407260832663297"
"666","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0078438201567472","1.0470240345412702","0.79696384762227","0.751198921170796","0.5183707666888855","0.685","0.4","0.31","0.25","0.505","0.821","0.716","0.284","0.743","0.889","0.5026231995249933","0.006145510320820729"
"663","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.00796150755528","1.3263932576540192","0.6735049850578103","0.5819551748469307","0.25052033473862984","0.71","0.365","0.29","0.255","0.5","0.731","0.705","0.295","0.737","0.798","0.5291568427969254","-0.014086389731839162"
"661","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.009911254926222","1.0172334325071897","0.7296208417287313","0.6699474833455622","0.35566852974090457","0.665","0.35","0.235","0.315","0.505","0.758","0.709","0.291","0.742","0.861","0.5047998549571843","0.004043217614902964"
"669","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0077018894669825","1.4094456277562102","0.6768168407737885","0.5917167688092878","0.22798638511473782","0.64","0.28","0.275","0.33","0.515","0.685","0.71","0.29","0.725","0.809","0.5189450211764711","0.010248719665139242"
"665","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0070987213533527","1.0945403760139212","0.7406721166271526","0.685829418687188","0.4247448926608957","0.665","0.315","0.235","0.285","0.465","0.791","0.711","0.289","0.737","0.864","0.4814198662329426","0.004816661784587297"
"662","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.009802460235785","1.0956859065622617","0.8014191921109515","0.7589889260698867","0.5713585829319197","0.665","0.365","0.34","0.295","0.495","0.886","0.688","0.312","0.724","0.914","0.4737011484152569","0.017318702395648623"
"668","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0058967995714951","1.0598175232707858","0.7083660234851801","0.6409505478383101","0.3461109958941706","0.67","0.335","0.27","0.34","0.515","0.758","0.689","0.311","0.725","0.842","0.504026775935631","-0.014230457601766491"
"667","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0048605001641162","1.203219249749225","0.6793647282003923","0.5942075874162704","0.2162507098681666","0.695","0.415","0.275","0.335","0.495","0.662","0.701","0.299","0.726","0.805","0.5300030866175609","0.004928669953412656"
"664","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0075602977581064","1.1016392990392463","0.7190607575221224","0.6502329987016621","0.3371957769436315","0.7","0.28","0.26","0.31","0.54","0.747","0.715","0.285","0.744","0.833","0.527207954385328","-0.004455589986909581"
"670","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0134505719765643","1.3801231181482196","0.7012823015989011","0.6254337516971429","0.38854726190025113","0.66","0.355","0.285","0.29","0.515","0.833","0.677","0.323","0.711","0.829","0.49099184913006","-0.017252976347246565"
"676","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007197263104405","1.1461060494099797","0.7277155433753346","0.6570294351579928","0.32561137619080466","0.735","0.38","0.3","0.31","0.545","0.725","0.702","0.298","0.734","0.837","0.527091804977189","0.0010837272615180167"
"673","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.009131114539765","1.0891608646430877","0.7107298445561263","0.6405252339333171","0.32491521553187086","0.675","0.35","0.305","0.305","0.495","0.751","0.685","0.315","0.713","0.833","0.5091308322709378","-0.007022610571673266"
"671","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0090405345123274","1.135322173223179","0.6889904003386276","0.6091720865141032","0.22640993190616615","0.695","0.335","0.32","0.3","0.515","0.666","0.703","0.297","0.739","0.81","0.5369705488314126","-0.008194017493429778"
"674","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0075032165277764","1.2238429443534518","0.7313228662728775","0.6642854069551384","0.3813916622374692","0.67","0.38","0.26","0.26","0.48","0.777","0.708","0.292","0.735","0.844","0.5243877201139279","-0.006953151539302557"
"679","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0067451023253726","1.0441636363065214","0.6952485507779809","0.6271113514200558","0.2723051672326256","0.695","0.345","0.27","0.275","0.52","0.71","0.679","0.321","0.715","0.837","0.5050624442376761","-0.0028176704645589937"
"672","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0109905235129564","0.9480189540589763","0.7634469070039809","0.7170847360364058","0.4166826799381022","0.67","0.345","0.295","0.305","0.47","0.762","0.719","0.281","0.752","0.882","0.4936847189177391","0.007916461807562569"
"680","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0079139506909645","1.2133600244930856","0.6994869632861547","0.6193855834990648","0.313416523984024","0.68","0.31","0.275","0.29","0.515","0.76","0.699","0.301","0.728","0.82","0.5203819377116826","-0.007799292969642344"
"675","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.008203282252698","1.2052622166374103","0.7267531016715125","0.6583199273080004","0.35851899236436663","0.68","0.38","0.255","0.295","0.495","0.764","0.692","0.308","0.726","0.843","0.5158562365127213","-0.009136239113647249"
"677","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0069589891879382","0.9170888832761229","0.7345623687898681","0.6780257453129568","0.29508888609315587","0.725","0.375","0.325","0.33","0.47","0.694","0.721","0.279","0.746","0.856","0.5252792229024034","0.013942827527304014"
"678","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007539382498329","1.3371546196738355","0.6713499488206667","0.5789894826004834","0.22104883130213704","0.7","0.35","0.33","0.295","0.53","0.685","0.692","0.308","0.72","0.8","0.5211488927854153","0.0018552700741041022"
"681","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007995233205966","1.3342226813114093","0.6806854294684104","0.5924112701050906","0.28497615165217005","0.675","0.31","0.29","0.275","0.465","0.726","0.688","0.312","0.723","0.805","0.5187526267810466","0.014093146081021352"
"682","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007447173126133","1.2110916100256932","0.7072812496382836","0.6393694379407298","0.3544486780019783","0.665","0.335","0.345","0.31","0.545","0.755","0.707","0.293","0.738","0.844","0.4979238830944808","0.004448336804523067"
"684","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0079525426809886","1.1820390008814117","0.676637916824907","0.5978324420627518","0.26146701155377977","0.675","0.34","0.28","0.29","0.51","0.708","0.694","0.306","0.726","0.814","0.5041135163541406","-0.006425815847704324"
"683","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0049963197365959","1.2267372759438415","0.6614427350647669","0.5692015598369894","0.19984755612362148","0.69","0.37","0.32","0.32","0.52","0.649","0.683","0.317","0.719","0.788","0.5258218441613759","0.0028902820840312465"
"687","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007148683001056","1.191522353806858","0.7183096972838494","0.6442719567242703","0.3384299129013166","0.68","0.355","0.29","0.3","0.55","0.751","0.694","0.306","0.723","0.83","0.5219310031347639","-0.004275193260127887"
"685","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0099664984366785","1.1026287867668407","0.7242842604234139","0.6673531516784849","0.378726157697564","0.69","0.285","0.205","0.29","0.455","0.762","0.703","0.297","0.743","0.86","0.48909145616375516","-0.012513361435574145"
"686","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0095917747684522","1.039264416760624","0.7282319838121281","0.6642418324172046","0.3206774588845267","0.68","0.345","0.305","0.305","0.525","0.739","0.702","0.298","0.73","0.842","0.5168128566575364","-0.015497334227202425"
"693","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0072886772126188","1.1679155422657257","0.7119860992293678","0.6395087923887727","0.3478462651981823","0.71","0.39","0.365","0.32","0.505","0.779","0.689","0.311","0.721","0.832","0.5000700132838486","0.007869108160364511"
"688","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0109826876993728","1.4909764271246149","0.8370826988690405","0.8032963806321946","0.6863125442005801","0.685","0.335","0.27","0.28","0.43","0.963","0.669","0.331","0.709","0.94","0.4359389914266913","-0.007996498065411906"
"689","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.008921061834066","1.386760196738663","0.7021495531056028","0.6189207884602229","0.3238434008496391","0.695","0.41","0.26","0.28","0.5","0.761","0.692","0.308","0.722","0.814","0.517675251933733","0.009014951940775338"
"695","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0112588708508288","1.1389668561393298","0.6895753800240536","0.6147624413636082","0.28200439257370025","0.655","0.335","0.29","0.29","0.51","0.727","0.702","0.298","0.733","0.824","0.5125049686975429","0.0016025291893024003"
"697","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007481139126535","1.1765109161603988","0.7206044043250888","0.6524248273062622","0.33557955030700504","0.675","0.35","0.275","0.32","0.485","0.742","0.72","0.28","0.747","0.84","0.527561207542903","-0.02651125305975929"
"690","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0124734430078839","1.3252894311381542","0.7726482396031078","0.7131080919855161","0.48687439544125677","0.7","0.355","0.31","0.37","0.49","0.833","0.702","0.298","0.738","0.863","0.4993763276119075","0.011967945693113114"
"696","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007956142700339","1.1281481566619656","0.6914060701572815","0.6102929630441055","0.2630147765598894","0.705","0.345","0.3","0.32","0.53","0.716","0.686","0.314","0.721","0.811","0.5230954954809001","-0.007174192131131059"
"691","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0093062224551463","1.0638013394365455","0.7373651191429096","0.6783924146288486","0.34134571047873835","0.68","0.345","0.305","0.31","0.53","0.742","0.712","0.288","0.743","0.859","0.5205670278145652","-0.01074480626995625"
"692","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0064810521937149","1.0659253423849429","0.6989198590692114","0.6231450131864159","0.21683653413146872","0.715","0.37","0.25","0.265","0.49","0.659","0.732","0.268","0.757","0.82","0.5346476416777044","0.019319832364212662"
"694","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0076404652272217","1.2240235475001637","0.734780764859833","0.6645425355521151","0.36904088050140815","0.735","0.385","0.3","0.265","0.44","0.777","0.697","0.303","0.717","0.84","0.5138198278308838","0.005069936482516399"
"698","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.006485806668971","1.2268726651694348","0.6896069347383218","0.6087340692609821","0.26088460886694165","0.68","0.31","0.32","0.35","0.485","0.671","0.707","0.293","0.737","0.815","0.5216495886464444","0.017381965715150376"
"700","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0106789179106574","1.0527440356318432","0.7964576156906422","0.7599166065662517","0.5698860209749909","0.645","0.3","0.27","0.295","0.45","0.891","0.678","0.322","0.705","0.912","0.45034771037109766","-0.007395338619174175"
"699","0.01","0.9","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.00669086062716","1.114493120377801","0.7115101836560203","0.6385378963901441","0.26922300416382006","0.69","0.345","0.335","0.275","0.52","0.694","0.735","0.265","0.755","0.827","0.5361538874563879","0.016177111357680265"
"703","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0090077883435526","1.0221166090062401","0.7082560903937745","0.6461134575284666","0.2812379666049232","0.68","0.375","0.265","0.275","0.5","0.686","0.738","0.262","0.749","0.847","0.5015096446271401","0.018213965054642227"
"702","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0095371249537428","1.310611380764273","0.6702677748609569","0.5894538121681195","0.26240501508428626","0.67","0.355","0.315","0.27","0.48","0.702","0.704","0.296","0.718","0.807","0.5042295070677283","-0.01920935659922525"
"707","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.012000020788738","1.1768837892986759","0.8194019391997549","0.780628386049446","0.6200862900251587","0.7","0.355","0.26","0.285","0.455","0.901","0.703","0.297","0.717","0.914","0.46534359454460056","0.005425054817416783"
"706","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.008733126286188","1.2446316767833876","0.7021346798571966","0.6313573161229573","0.2914330011298731","0.705","0.345","0.28","0.285","0.47","0.708","0.724","0.276","0.736","0.837","0.5254154270131692","-0.01789984266767086"
"701","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.007702029309492","1.2279143834048163","0.7126656968946763","0.6395113755143076","0.334506884765403","0.71","0.36","0.28","0.315","0.495","0.743","0.723","0.277","0.739","0.836","0.5154116686030927","0.00860752529260857"
"704","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0098136954357015","1.3442658528902904","0.6718244651416754","0.5892588054567747","0.3073541873177718","0.66","0.325","0.25","0.285","0.465","0.769","0.707","0.293","0.721","0.808","0.49020718434466476","-0.0010041505363835243"
"711","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0073240670631989","1.0764060834762892","0.7091654036411614","0.6479377363489154","0.31541481840730345","0.655","0.33","0.31","0.315","0.47","0.732","0.704","0.296","0.72","0.85","0.4885138735567517","0.0019157992732627485"
"705","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0076373368345664","1.2941515686594744","0.7062853617884595","0.62946250900245","0.28166477682283103","0.74","0.395","0.31","0.285","0.51","0.693","0.731","0.269","0.742","0.829","0.5389141958285494","-0.01477409378801808"
"709","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.006510037448347","1.4283666926870673","0.6558563042982433","0.5599853912192084","0.21929029721615906","0.725","0.325","0.26","0.3","0.535","0.669","0.704","0.296","0.722","0.784","0.5124276866497035","0.01013355750338985"
"708","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0074277578258284","1.2137681441766206","0.6579567240265896","0.5763878487704069","0.2686574217676366","0.67","0.335","0.305","0.28","0.52","0.737","0.688","0.312","0.706","0.808","0.49067279955494775","0.005026999896931532"
"712","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0129746111080553","1.21670617070737","0.7467748612196101","0.6876297854803278","0.44422090740105724","0.655","0.265","0.28","0.31","0.495","0.825","0.699","0.301","0.71","0.859","0.4979738814028551","-0.0073839580762848495"
"710","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.008402017093088","1.3353853409858276","0.6967972011825527","0.6224618046835834","0.3091220070854984","0.625","0.28","0.295","0.29","0.51","0.718","0.724","0.276","0.743","0.821","0.5101397716011732","-0.01730022046372966"
"713","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0089636254246432","1.3372724769932791","0.7475102085229057","0.686078060767448","0.4382980087793293","0.685","0.35","0.235","0.315","0.465","0.832","0.693","0.307","0.713","0.854","0.49903908317782697","-0.01220695220238167"
"714","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0087643473650276","1.1452813177412227","0.7083661297257413","0.6328850383912837","0.3256031988066163","0.72","0.395","0.355","0.315","0.505","0.758","0.703","0.297","0.714","0.825","0.5158218513177424","-0.0019309152847179056"
"716","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.008574146850566","1.219912842574961","0.6801338618806303","0.5951657217222442","0.2719029665368206","0.67","0.29","0.29","0.31","0.49","0.705","0.702","0.298","0.717","0.811","0.5238861835041165","-0.0077875222404892785"
"715","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0151805658609496","1.3254923125142435","0.8325641652570697","0.804122694126383","0.6854205402418123","0.615","0.34","0.2","0.26","0.33","0.953","0.682","0.318","0.704","0.941","0.4132572493442385","-0.002631405580791904"
"719","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0074060075465712","1.1616071785061517","0.6864800447124242","0.6057807742850131","0.24368315477364866","0.705","0.33","0.32","0.285","0.52","0.677","0.717","0.283","0.739","0.814","0.5217887808931418","0.024260583963862017"
"718","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0058092509121699","1.3689127624713942","0.6769926669981254","0.5891747881936328","0.24129799291593557","0.71","0.41","0.35","0.305","0.555","0.692","0.703","0.297","0.717","0.802","0.5234840957203986","0.0010650971151549783"
"717","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0063922064967026","1.5435410876168851","0.6339073251336991","0.5223128758348677","0.17020752547207085","0.69","0.36","0.32","0.34","0.575","0.637","0.697","0.303","0.711","0.767","0.5393650870062002","-0.01969089983578005"
"722","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0063397125506555","1.1375158261791516","0.687588039905006","0.6096070802783018","0.23020041538936817","0.685","0.36","0.26","0.285","0.475","0.649","0.727","0.273","0.741","0.813","0.5256480554851535","0.0031801217016431565"
"721","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0069404616385007","1.1540500975815529","0.6977886495264753","0.6217984815336475","0.32549306031879416","0.67","0.345","0.28","0.275","0.51","0.77","0.702","0.298","0.717","0.819","0.5043610979100346","3.8099732188314535E-4"
"720","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0105878575111034","1.1184138409364779","0.759894477366583","0.7061098797758545","0.4606609335474808","0.67","0.29","0.27","0.3","0.47","0.817","0.711","0.289","0.723","0.871","0.4891128795860168","4.3149724702998233E-4"
"723","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.009361420798371","1.353940731025035","0.6690905042181443","0.5810042950804984","0.2298456599447755","0.675","0.39","0.255","0.32","0.505","0.675","0.709","0.291","0.723","0.788","0.527318040107429","-0.007545704519527436"
"725","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0091617319024468","1.259530478587876","0.6832310762226257","0.6046747359086145","0.2944587884810227","0.665","0.32","0.26","0.4","0.515","0.741","0.704","0.296","0.721","0.808","0.5049226830070611","0.0024697618126363293"
"724","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.017424380534002","1.420685568731171","0.8451172811752365","0.8205405038729869","0.7179173074319121","0.555","0.25","0.225","0.235","0.385","0.978","0.688","0.312","0.707","0.948","0.39766904664879177","-0.006026591585111339"
"727","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0096699439649952","1.2306203949363663","0.7060347751610139","0.6252146916254202","0.3112686401077436","0.67","0.36","0.285","0.305","0.535","0.779","0.715","0.285","0.726","0.816","0.5274800066305244","-0.011281955789429653"
"726","0.01","0.95","0.01","0.25","true","false","false","true","1","false","10","0.005","200","homophilic","10","0.1","log","lognormal","random","homophilic","false","1000","10","false","false","200","1.0082191349128877","1.1882116699148448","0.6736326499100451","0.5917013377829654","0.23605453957518838","0.695","0.335","0.275","0.33","0.47","0.693","0.705","0.295","0.722","0.806","0.5190526727302054","-0.008658615292171155"
